0,1,0,0,0,0,0,0,35,5.50,0,0,0,0,0,1,0,0,10.00,70,0,0,300,11.00,0,0,4.00,0,0,0,0,0,1,0,0,15,0.00,1,332,20,0,2,0.00,0
0,1,0,0,0,0,0,0,30,3.10,0,0,0,0,1,0,0,0,12.00,50,0,0,90,4.00,0,0,3.60,0,0,0,0,1,0,0,0,11,0.00,2,212,20,0,1,0.00,0
0,0,1,0,0,0,0,0,40,6.10,0,0,0,0,1,0,0,0,5.00,80,0,0,210,8.00,0,0,2.00,0,0,0,0,1,0,0,0,15,0.00,2,332,20,0,1,0.00,0
0,0,0,1,0,0,0,0,30,3.70,0,0,0,0,0,1,0,0,20.00,30,0,0,90,15.00,0,0,3.80,0,0,0,0,1,0,0,0,15,0.00,3,264,20,0,2,0.00,0
0,1,0,0,0,0,0,0,28,4.00,0,0,0,1,0,0,0,0,10.00,100,0,0,310,12.00,0,1,2.50,0,0,0,1,0,0,0,0,20,0.00,1,332,20,0,2,0.00,0
0,1,0,0,0,0,0,0,25,2.70,0,0,0,0,1,0,0,0,20.00,100,0,0,280,3.00,0,0,1.60,0,0,0,1,0,0,0,0,29,0.00,2,264,20,0,2,0.00,0
0,0,1,0,0,0,0,0,32,1.20,0,0,0,1,0,0,0,0,10.00,100,0,0,130,25.00,0,1,1.00,0,0,1,0,0,0,0,0,16,0.00,1,310,20,0,2,0.00,0
1,0,0,0,0,0,0,0,28,3.10,0,0,1,0,0,0,0,0,25.00,0,0,0,300,5.00,0,0,1.90,0,0,1,0,0,0,0,0,35,0.00,2,264,20,0,1,0.00,0
1,0,0,0,0,0,0,0,30,2.40,0,0,1,0,0,0,0,0,17.00,30,0,0,60,30.00,0,0,5.00,0,0,1,0,0,0,0,0,41,0.00,0,310,20,0,2,0.00,0
0,0,1,0,0,0,0,0,20,1.60,0,1,0,0,0,0,0,0,8.00,30,0,0,210,7.00,0,0,3.20,0,0,0,1,0,0,0,0,12,0.00,2,212,20,0,1,0.00,0
0,0,0,1,0,0,0,0,30,6.00,0,0,0,1,0,0,0,0,10.00,20,0,0,90,10.00,0,0,3.00,0,0,0,1,0,0,0,0,26,0.00,4,332,20,0,2,0.00,0
0,0,1,0,0,0,0,0,40,3.00,0,0,0,1,0,0,0,0,30.00,100,0,0,190,7.00,0,0,2.50,0,0,0,1,0,0,0,0,30,0.00,2,332,20,0,2,0.00,0
0,0,1,0,0,0,0,0,30,2.70,0,0,0,1,0,0,0,0,2.00,100,0,0,210,10.00,0,0,4.00,0,0,0,1,0,0,0,0,26,0.00,3,332,20,0,2,0.00,0
0,0,0,0,0,0,1,0,32,2.80,0,0,1,0,0,0,0,0,15.00,100,0,0,140,30.00,0,0,2.90,0,0,0,1,0,0,0,0,40,0.00,1,264,20,0,1,0.00,0
0,0,0,0,0,0,0,1,25,0.80,0,0,0,1,0,0,0,0,15.00,100,0,0,60,30.00,0,0,2.00,0,0,1,0,0,0,0,0,30,0.00,2,310,20,0,2,0.00,0
0,0,0,1,0,0,0,0,32,5.70,0,0,1,0,0,0,0,0,15.00,60,0,0,110,21.00,0,0,2.00,0,0,1,0,0,0,0,0,20,0.00,2,332,20,0,2,0.00,1
0,0,0,0,0,1,0,0,20,0.90,0,0,1,0,0,0,0,0,12.00,100,0,0,100,30.00,0,0,0.00,0,0,1,0,0,0,0,0,38,0.00,0,310,20,0,2,0.00,1
0,0,0,0,0,0,1,0,34,0.40,0,0,1,0,0,0,0,0,14.00,100,0,0,200,10.00,0,1,2.80,0,0,0,0,0,0,1,0,15,0.00,2,212,20,0,1,0.00,0
0,0,1,0,0,0,0,0,38,0.00,0,0,1,0,0,0,0,0,30.00,100,0,0,200,20.00,0,0,-1.10,0,0,1,0,0,0,0,0,25,0.00,1,264,20,0,1,0.00,0
0,0,0,1,0,0,0,0,28,5.00,0,0,0,0,1,0,0,0,3.00,90,0,0,125,12.00,0,0,1.50,0,0,0,0,1,0,0,0,10,0.00,1,332,20,0,2,0.00,1
0,0,1,0,0,0,0,0,35,4.20,0,0,0,0,1,0,0,0,10.00,70,0,0,180,18.00,0,0,1.00,0,0,0,0,1,0,0,0,10,0.10,2,332,20,0,1,0.00,1
0,0,0,0,0,0,1,0,28,2.80,0,0,0,0,1,0,0,0,9.00,90,0,0,180,18.00,0,0,2.80,0,0,0,0,0,0,1,0,15,0.00,2,212,20,0,1,0.00,1
0,1,0,0,0,0,0,0,30,2.20,0,0,0,0,1,0,0,0,4.00,30,0,0,90,15.00,0,1,1.00,0,0,0,1,0,0,0,0,14,0.00,1,310,20,0,2,0.00,1
0,0,1,0,0,0,0,0,22,2.90,0,0,0,0,0,0,0,1,5.00,40,0,0,210,21.00,0,0,2.80,0,0,0,0,0,0,1,0,10,0.00,2,212,20,0,1,0.00,1
0,0,1,0,0,0,0,0,30,4.00,0,0,0,0,0,1,0,0,5.00,0,2,0,100,10.00,0,0,0.00,0,0,0,0,0,1,0,0,8,0.00,2,330,20,0,2,0.00,1
0,0,0,0,0,0,1,0,38,0.40,0,0,0,0,0,1,0,0,10.00,50,0,0,175,20.00,0,0,1.60,0,0,0,0,0,1,0,0,9,0.10,2,264,20,5,2,0.00,1
0,1,0,0,0,0,0,0,28,1.00,0,0,0,0,0,0,1,0,2.00,80,0,0,140,8.00,0,0,1.00,0,0,0,0,0,1,0,0,11,0.00,1,310,20,0,2,0.00,1
0,0,0,0,0,0,1,0,33,2.20,0,0,0,0,1,0,0,0,20.00,60,0,0,70,25.00,0,0,2.50,0,0,0,0,1,0,0,0,52,0.10,3,264,20,5,2,0.00,2
0,0,0,0,1,0,0,0,30,4.00,0,0,0,0,0,1,0,0,10.00,100,0,0,100,8.00,0,1,0.00,0,0,0,0,0,1,0,0,20,0.10,2,330,20,0,2,0.00,1
1,0,0,0,0,0,0,0,22,3.30,0,1,0,0,0,0,0,0,8.00,85,0,0,110,12.00,0,0,2.40,0,0,0,0,0,1,0,0,10,0.00,3,212,20,0,1,0.00,1
